bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf
1039,0,0,33.33,-33.33,1,100,0,29,10.75,0,0,0,0,0,0,0,0,0,0,36.498
1046,0,0,33.33,-33.33,1,100,0,40,2.57,0,0,0,0,0,0,0,0,0,0,284
1052,73.73,0,69,-69,1,100,1,138,9.46,0,0,0,0,0,0,0,0,0,0,66.502
1054,12.5,6.5,186,-173,1,6,1,24,1,0,0,0,0,0,0,0,0,0,0,271
1056,49,0.5,182,-181,1,6,1,97,1,0,0,0,0,0,0,0,0,0,0,286
1057,87.52,7.5,194,-179,1,4,1,174,1.04,0,0,0,0,0,0,0,0,0,0,295
1063,58.89,62.5,179,-54,1,100,1,107,10.78,0,0,0,0,0,0,0,0,0,0,55.006
1073,0,0,22,-22,1,50,0,44,0,0,0,0,0,0,0,0,0,0,0,50
1073,113,-34.5,113,-182,1,55,1,226,0,0,0,0,0,0,0,0,0,0,0,55
1073,0,0,27,-27,1,55,0,54,0,0,0,0,0,0,0,0,0,0,0,55
1074,0,0,11.67,-11.67,1,35,0,16,0,0,0,0,0,0,0,0,0,0,0,35
1074,0,0,10.67,-10.67,1,32,0,20,0,0,0,0,0,0,0,0,0,0,0,32
1090,0,0,73,-73,1,100,0,145,2.88,0,0,0,0,0,0,0,0,0,0,275
1091,55,2.5,190,-185,1,1,1,110,0,0,0,0,0,0,0,0,0,0,0,285
1092,0,0,53,-53,1,100,0,106,2.745,0,0,0,0,0,0,0,0,0,0,288
1093,30,5,176,-166,1,0.24,1,60,0,0,0,0,0,0,0,0,0,0,0,255
1093,0,0,53,-53,1,100,0,106,2.155,0,0,0,0,0,0,0,0,0,0,253
1099,0,0,98,-98,1,100,0,195,3.76,0,0,0,0,0,0,0,0,0,0,295
1100,0,0,31,-31,1,7,0,62,2.5,0,0,0,0,0,0,0,0,0,0,256
1103,0,0,29,-29,1,3,0,58,0,0,0,0,0,0,0,0,0,0,0,270
1112,71.75,-1.5,180,-183,1,4.02,1,143,0.5,0,0,0,0,0,0,0,0,0,0,300
1117,0,0,108,-108,1,4,0,215,0,0,0,0,0,0,0,0,0,0,0,253
1117,0,0,37,-37,1,4,0,73,0,0,0,0,0,0,0,0,0,0,0,256
1117,0,0,221,-221,1,4,0,441,0,0,0,0,0,0,0,0,0,0,0,257
1117,15.5,-80.2,21.6,-182,1,22.88,1,31,0,0,0,0,0,0,0,0,0,0,0,20
1117,22.5,-80.5,23,-184,1,20,1,45,0,0,0,0,0,0,0,0,0,0,0,20
1121,30.25,6,180,-168,1,13.31,1,58,2.5,0,0,0,0,0,0,0,0,0,0,20
1121,0,0,32,-32,1,12,0,63,2.5,0,0,0,0,0,0,0,0,0,0,20
1126,0,0,30,-30,1,5,0,60,2,0,0,0,0,0,0,0,0,0,0,271
1128,0,0,297,-297,1,100,0,593,0.135,0,0,0,0,0,0,0,0,0,0,271
1130,0,0,54,-54,1,2,0,107,0,0,0,0,0,0,0,0,0,0,0,264
1137,37,-64.5,37,-166,1,15.84,1,74,0,0,0,0,0,0,0,0,0,0,0,16.5
1137,24.5,8.5,196,-179,1,5,1,49,0,0,0,0,0,0,0,0,0,0,0,270
1137,0,0,28,-28,1,5,0,55,0,0,0,0,0,0,0,0,0,0,0,262
1138,0,0,242,-242,1,13,0,484,0,0,0,0,0,0,0,0,0,0,0,13
1141,0,0,51,-51,1,6,0,102,2.5,0,0,0,0,0,0,0,0,0,0,252
1145,15.5,0,183,-183,1,1,1,31,0,0,0,0,0,0,0,0,0,0,0,296
1149,0,0,455,-455,1,3,0,909,0,0,0,0,0,0,0,0,0,0,0,299
1153,0,0,182,-182,1,100,0,363,0.095,0,0,0,0,0,0,0,0,0,0,284
1165,59.5,7.5,194,-179,1,1,1,119,0,0,0,0,0,0,0,0,0,0,0,253
1173,43,14.5,196,-167,1,0.59,1,86,0,0,0,0,0,0,0,0,0,0,0,270
1173,0,0,33.33,-33.33,1,100,0,25,9.715,0,0,0,0,0,0,0,0,0,0,34.428
1175,0,0,8,-8,1,11,0,16,0,0,0,0,0,0,0,0,0,0,0,11
1175,0,0,234,-234,1,6,0,467,0,0,0,0,0,0,0,0,0,0,0,295
1175,65,-54,65,-173,1,41.48,1,130,0,0,0,0,0,0,0,0,0,0,0,40
1175,39.5,-63,40,-166,1,40,1,79,0,0,0,0,0,0,0,0,0,0,0,40
1178,73,16,199,-167,1,18,1,146,0,0,0,0,0,0,0,0,0,0,0,18
1184,0,0,106,-106,1,6,0,212,0,0,0,0,0,0,0,0,0,0,0,294
1190,42.9925,73.5,189,-42,1,100,1,84,1.985,0,0,0,0,0,0,0,0,0,0,287
1191,47.5,12.5,193,-168,1,35,1,95,0,0,0,0,0,0,0,0,0,0,0,35
1191,0,0,46,-46,1,35,0,92,0,0,0,0,0,0,0,0,0,0,0,35
1194,67,0,67,-67,1,34.12,1,134,0,0,0,0,0,0,0,0,0,0,0,33.375
1194,35,0,35,-35,1,27,1,70,0,0,0,0,0,0,0,0,0,0,0,27
1195,35.5,0,36,-36,1,32.99,1,71,0,0,0,0,0,0,0,0,0,0,0,27
1195,0,0,83,-83,1,27,0,166,0,0,0,0,0,0,0,0,0,0,0,27
1195,0,0,15,-15,1,27,0,29,0,0,0,0,0,0,0,0,0,0,0,27
1195,0,0,39,-39,1,27,0,78,0,0,0,0,0,0,0,0,0,0,0,27
1204,53.5,0.5,183,-182,1,4,1,107,0,0,0,0,0,0,0,0,0,0,0,252
1205,0,0,82,-82,1,4,0,163,0,0,0,0,0,0,0,0,0,0,0,265
1208,0,0,73,-73,1,100,0,146,0.075,0,0,0,0,0,0,0,0,0,0,280
1209,186.5,0,361.9,-361.9,1,100,1,373,0,0,0,0,0,0,0,0,0,0,0,402.115
1210,256,0,361.94,-361.94,1,100,1,512,0,0,0,0,0,0,0,0,0,0,0,402.157
1217,704.79,0,538,-538,1,100,1,1076,333.58,0,0,0,0,0,0,0,0,0,0,979.148
1223,0,0,104,-104,1,100,0,208,0,0,0,0,0,0,0,0,0,0,0,252
1227,0,0,145,-145,1,100,0,289,0.245,0,0,0,0,0,0,0,0,0,0,258
1240,0,0,76,-76,1,100,0,152,0,0,0,0,0,0,0,0,0,0,0,283
1253,0,0,104,-104,1,100,0,208,0,0,0,0,0,0,0,0,0,0,0,288
1254,0,0,87,-87,1,100,0,174,0,0,0,0,0,0,0,0,0,0,0,263
1265,190.3975,0,161,-161,1,100,1,321,59.795,0,0,0,0,0,0,0,0,0,0,177.948
1295,485.335,0,363,-363,1,100,1,725,245.67,0,0,0,0,0,0,0,0,0,0,737.014
1299,126,0,277.3,-277.3,1,100,1,252,0,0,0,0,0,0,0,0,0,0,0,308.106
1300,151,0,277.3,-277.3,1,100,1,302,0,0,0,0,0,0,0,0,0,0,0,308.106
1301,184.5,0,277.3,-277.3,1,100,1,369,0,0,0,0,0,0,0,0,0,0,0,308.106
1302,136.5,0,277.3,-277.3,1,100,1,273,0,0,0,0,0,0,0,0,0,0,0,308.106
1304,406.5,0,407,-407,1,100,1,813,0,0,0,0,0,0,0,0,0,0,0,346.226
1305,244,0,311.6,-311.6,1,100,1,488,0,0,0,0,0,0,0,0,0,0,0,346.226
1307,248,0,292.38,-292.38,1,100,1,496,0,0,0,0,0,0,0,0,0,0,0,324.871
1308,282.5,0,292.36,-292.36,1,100,1,565,0,0,0,0,0,0,0,0,0,0,0,324.845
1310,175,0,175,-175,1,100,1,350,0,0,0,0,0,0,0,0,0,0,0,132.188
1312,109,0,109,-109,1,100,1,218,0,0,0,0,0,0,0,0,0,0,0,98.438
1314,167,0,240.14,-240.14,1,100,1,334,0,0,0,0,0,0,0,0,0,0,0,266.816
1315,193.5,0,240.14,-240.14,1,100,1,387,0,0,0,0,0,0,0,0,0,0,0,266.816
1316,158,0,240.14,-240.14,1,100,1,316,0,0,0,0,0,0,0,0,0,0,0,266.816
1317,143,0,240.13,-240.13,1,100,1,286,0,0,0,0,0,0,0,0,0,0,0,266.808
1319,129.5,0,148.5,-148.5,1,100,1,259,0,0,0,0,0,0,0,0,0,0,0,206.25
1320,87.5,0,148.5,-148.5,1,100,1,175,0,0,0,0,0,0,0,0,0,0,0,206.25
1322,170.5,0,171,-171,1,100,1,341,0,0,0,0,0,0,0,0,0,0,0,206.25
1323,103.5,0,148.5,-148.5,1,100,1,207,0,0,0,0,0,0,0,0,0,0,0,206.25
1325,77.5,0,126.36,-126.36,1,100,1,155,0,0,0,0,0,0,0,0,0,0,0,175.5
1327,21.5,0,65.12,-65.12,1,100,1,43,0,0,0,0,0,0,0,0,0,0,0,72.36
1329,42,0,65.12,-65.12,1,100,1,84,0,0,0,0,0,0,0,0,0,0,0,72.36
1331,83.5,0,84,-84,1,100,1,167,0,0,0,0,0,0,0,0,0,0,0,85.05
1333,58.5,0,59,-59,1,100,1,117,0,0,0,0,0,0,0,0,0,0,0,44.55
1335,29.5,0,36.94,-36.94,1,100,1,59,0,0,0,0,0,0,0,0,0,0,0,51.3
1337,26,0,60.75,-60.75,1,100,1,52,0,0,0,0,0,0,0,0,0,0,0,84.375
1339,66,0,104.33,-104.33,1,100,1,132,0,0,0,0,0,0,0,0,0,0,0,144.9
1341,83,0,104.33,-104.33,1,100,1,166,0,0,0,0,0,0,0,0,0,0,0,144.9
1343,180,0,180,-180,1,100,1,360,0,0,0,0,0,0,0,0,0,0,0,144.9
1345,48,0,48,-48,1,100,1,96,0,0,0,0,0,0,0,0,0,0,0,43.2
1371,0,0,87,-87,1,100,0,174,0.325,0,0,0,0,0,0,0,0,0,0,270
1569,59.06,70.5,194,-53,1,100,1,105,13.12,0,0,0,0,0,0,0,0,0,0,46.485
1583,228,0,228,-228,1,100,1,456,0,0,0,0,0,0,0,0,0,0,0,225
1628,133,0,133,-133,1,100,1,266,0,0,0,0,0,0,0,0,0,0,0,61.875
1684,6.5,0,11.66,-11.66,1,100,1,13,0,0,0,0,0,0,0,0,0,0,0,16.2
1686,25,0,35.96,-35.96,1,100,1,50,0,0,0,0,0,0,0,0,0,0,0,49.95
1688,35.5,0,36,-36,1,100,1,71,0,0,0,0,0,0,0,0,0,0,0,49.95
1690,12,0,18.23,-18.23,1,100,1,24,0,0,0,0,0,0,0,0,0,0,0,25.313
1692,9.5,0,49.18,-49.18,1,100,1,19,0,0,0,0,0,0,0,0,0,0,0,68.3
1694,0,0,134,-134,1,100,0,267,3.76,0,0,0,0,0,0,0,0,0,0,293
1700,31,0,31,-31,1,100,1,62,0,0,0,0,0,0,0,0,0,0,0,30
1702,13,0,21.6,-21.6,1,100,1,26,0,0,0,0,0,0,0,0,0,0,0,30
1704,24,0,28.19,-28.19,1,100,1,48,0,0,0,0,0,0,0,0,0,0,0,39.15
1706,47.5,0,48,-48,1,100,1,95,0,0,0,0,0,0,0,0,0,0,0,46.875
1708,45.5,0,46,-46,1,100,1,91,0,0,0,0,0,0,0,0,0,0,0,46.875
1710,7.5,0,22.27,-22.27,1,100,1,15,0,0,0,0,0,0,0,0,0,0,0,30.937
1712,39.5,0,200.14,-200.14,1,100,1,79,0,0,0,0,0,0,0,0,0,0,0,222.38
1713,77.5,0,200.08,-200.08,1,100,1,155,0,0,0,0,0,0,0,0,0,0,0,222.312
1716,90.835,0,83,-83,1,100,1,165,16.67,0,0,0,0,0,0,0,0,0,0,92.67
1718,13,0,13,-13,1,100,1,26,0,0,0,0,0,0,0,0,0,0,0,17.55
1725,45,0,45,-45,1,100,1,90,0,0,0,0,0,0,0,0,0,0,0,15.562
1727,114,0,221.77,-221.77,1,100,1,228,0,0,0,0,0,0,0,0,0,0,0,246.417
1729,78.5,0,221.68,-221.68,1,100,1,157,0,0,0,0,0,0,0,0,0,0,0,246.316
1731,278.5,0,279,-279,1,100,1,557,0,0,0,0,0,0,0,0,0,0,0,245.697
1733,138,0,221.12,-221.12,1,100,1,276,0,0,0,0,0,0,0,0,0,0,0,245.685
1735,82.5,0,221.15,-221.15,1,100,1,165,0,0,0,0,0,0,0,0,0,0,0,245.728
1737,13.5,0,22.68,-22.68,1,100,1,27,0,0,0,0,0,0,0,0,0,0,0,31.5
1739,30.5,0,54,-54,1,100,1,61,0,0,0,0,0,0,0,0,0,0,0,75
1741,22,0,54,-54,1,100,1,44,0,0,0,0,0,0,0,0,0,0,0,75
1743,19,0,54,-54,1,100,1,38,0,0,0,0,0,0,0,0,0,0,0,75
1745,33,0,43.87,-43.87,1,100,1,66,0,0,0,0,0,0,0,0,0,0,0,60.938
1747,9,0,16.2,-16.2,1,100,1,18,0,0,0,0,0,0,0,0,0,0,0,22.5
1760,48.635,0,42,-42,1,100,1,84,13.27,0,0,0,0,0,0,0,0,0,0,87.2
1761,47.3525,-7.975,63.8,-79.75,1,100,1,91,3.705,0,0,0,0,0,0,0,0,0,0,53.002
1762,0,0,33.33,-33.33,1,100,0,22,11.425,0,0,0,0,0,0,0,0,0,0,37.854
1763,0,0,33.33,-33.33,1,100,0,14,9.845,0,0,0,0,0,0,0,0,0,0,34.692
1772,0,0,65,-65,1,100,0,129,38.995,0,0,0,0,0,0,0,0,0,0,92.985
1790,14.075,0,10.73,-10.73,1,100,1,20,8.15,0,0,0,0,0,0,0,0,0,0,34.559
1799,149.0225,0,137,-137,1,100,1,274,24.045,0,0,0,0,0,0,0,0,0,0,87.08
1803,49.7575,76,198,-46,1,100,1,91,8.515,0,0,0,0,0,0,0,0,0,0,35.433
1804,7,87,181,-7,1,100,1,14,0,0,0,0,0,0,0,0,0,0,0,254
1812,17.5,86.5,191,-18,1,100,1,35,0,0,0,0,0,0,0,0,0,0,0,297
1813,10.5,94,199,-11,1,100,1,21,0,0,0,0,0,0,0,0,0,0,0,279
1829,0,0,33.33,-33.33,1,100,0,19,6.915,0,0,0,0,0,0,0,0,0,0,28.826
1831,0,0,33.33,-33.33,1,100,0,25,7.59,0,0,0,0,0,0,0,0,0,0,30.177
1838,11,0,33.75,-33.75,1,100,1,22,0,0,0,0,0,0,0,0,0,0,0,46.875
1839,0,0,40,-40,1,100,0,79,11.355,0,0,0,0,0,0,0,0,0,0,37.714
1840,101.435,0,91,-91,1,100,1,182,20.87,0,0,0,0,0,0,0,0,0,0,79.117
1841,0,0,33.33,-33.33,1,100,0,4,8.63,0,0,0,0,0,0,0,0,0,0,287
1842,69.53,64,197,-69,1,100,1,138,1.06,0,0,0,0,0,0,0,0,0,0,28.67
1859,29.1175,0,46.67,-46.67,1,100,1,46,12.235,0,0,0,0,0,0,0,0,0,0,44.36
1860,26.365,78,179,-23,1,100,1,46,6.73,0,0,0,0,0,0,0,0,0,0,31.146
1873,0,0,164,-164,1,100,0,327,0.04,0,0,0,0,0,0,0,0,0,0,260
1924,59.5,0,60,-60,1,100,1,119,0,0,0,0,0,0,0,0,0,0,0,82.5
1945,222.5,0,195,-195,1,221,1,390,55,0,0,0,0,0,0,0,0,0,0,221
1954,0,0,123.33,-123.33,1,370,0,14,240,0,0,0,0,0,0,0,0,0,0,370
1954,0,0,123.33,-123.33,1,370,0,73,240,0,0,0,0,0,0,0,0,0,0,370
1954,348.5,0,289,-289,1,449.45,1,577,120,0,0,0,0,0,0,0,0,0,0,431.25
1955,300.5,0,241,-241,1,455.56,1,481,120,0,0,0,0,0,0,0,0,0,0,462.5
1955,278,0,218,-218,1,397.31,1,436,120,0,0,0,0,0,0,0,0,0,0,370
1956,649.375,0,545,-545,1,616.84,1,1089,209.75,0,0,0,0,0,0,0,0,0,0,1091.147
1956,377.375,0,273,-273,1,616.84,1,545,209.75,0,0,0,0,0,0,0,0,0,0,1091.147
1956,978.375,0,874,-874,1,616.84,1,1747,209.75,0,0,0,0,0,0,0,0,0,0,1091.147
1957,502,0,442,-442,1,451.84,1,884,120,0,0,0,0,0,0,0,0,0,0,462.5
1957,228.5,10.5,190,-169,1,416.51,1,337,120,0,0,0,0,0,0,0,0,0,0,425
1957,435.5,0,376,-376,1,416.51,1,751,120,0,0,0,0,0,0,0,0,0,0,425
1968,263,0,236,-236,1,306.24,1,471,55,0,0,0,0,0,0,0,0,0,0,256.25
1968,0,0,103,-103,1,220,0,206,62.5,0,0,0,0,0,0,0,0,0,0,220
1969,0,0,75,-75,1,225,0,14,125,0,0,0,0,0,0,0,0,0,0,225
1969,312,0,285,-285,1,304.12,1,569,55,0,0,0,0,0,0,0,0,0,0,256.25
1970,119.5,28.5,149,-92,1,274.96,1,184,55,0,0,0,0,0,0,0,0,0,0,281.25
1970,126,26.5,149,-96,1,228.01,1,192,60,0,0,0,0,0,0,0,0,0,0,225
1971,488.75,0,425,-425,1,535,1,850,127.5,0,0,0,0,0,0,0,0,0,0,535
1972,319,45.5,348,-257,1,560,1,513,125,0,0,0,0,0,0,0,0,0,0,560
1981,174.75,0,143,-143,1,252.56,1,285,64.5,0,0,0,0,0,0,0,0,0,0,262.5
1982,120.25,16,120,-88,1,270.01,1,176,64.5,0,0,0,0,0,0,0,0,0,0,281.25
1982,176.75,0,145,-145,1,234.01,1,289,64.5,0,0,0,0,0,0,0,0,0,0,225
1983,0,0,75,-75,1,225,0,6,129,0,0,0,0,0,0,0,0,0,0,225
1983,0,0,75,-75,1,225,0,66,64.5,0,0,0,0,0,0,0,0,0,0,225
1984,128.25,13.875,123.75,-96,1,270.05,1,192,64.5,0,0,0,0,0,0,0,0,0,0,281.25
1984,200.25,0,168,-168,1,258.06,1,336,64.5,0,0,0,0,0,0,0,0,0,0,268.75
2003,162.5,19.75,167.5,-128,1,309.12,1,255,70,0,0,0,0,0,0,0,0,0,0,275
2003,355.5,0,321,-321,1,297.01,1,641,70,0,0,0,0,0,0,0,0,0,0,262.5
2004,0,0,117,-117,1,225,0,234,70,0,0,0,0,0,0,0,0,0,0,225
2004,138.5,25.48,154.96,-104,1,312.43,1,207,70,0,0,0,0,0,0,0,0,0,0,281.25
2004,200.5,0,166,-166,1,291.94,1,331,70,0,0,0,0,0,0,0,0,0,0,256.25
2007,126.6075,-14.26,114.1,-142.62,1,100,1,198,55.215,0,0,0,0,0,0,0,0,0,0,214.279
2008,83.5875,0,84,-84,1,100,1,167,0.175,0,0,0,0,0,0,0,0,0,0,75.712
2018,0,0,6,-6,1,12,0,12,0,0,0,0,0,0,0,0,0,0,0,12
2018,0,0,111,-111,1,6,0,222,0,0,0,0,0,0,0,0,0,0,0,297
2018,39.5,-2.5,178,-183,1,22.8,1,79,0,0,0,0,0,0,0,0,0,0,0,23.75
2024,135,7.5,120,-105,1,281.34,1,210,60,0,0,0,0,0,0,0,0,0,0,268.75
2024,0,0,33.33,-33.33,1,100,0,3,70,0,0,0,0,0,0,0,0,0,0,84.998
2025,133.5,0,116,-116,1,163.45,1,232,35,0,0,0,0,0,0,0,0,0,0,143.75
2026,128.5,0,111,-111,1,148.19,1,222,35,0,0,0,0,0,0,0,0,0,0,143.75
2026,0,0,66,-66,1,100,0,132,9.655,0,0,0,0,0,0,0,0,0,0,34.308
2030,52.56,0,54,-54,1,100,1,93,12.12,0,0,0,0,0,0,0,0,0,0,44.734
2035,0,0,101,-101,1,120,0,201,35,0,0,0,0,0,0,0,0,0,0,120
2036,165,-17.5,148,-183,1,167.42,1,295,35,0,0,0,0,0,0,0,0,0,0,143.75
2037,165,-15.5,145,-176,1,131.38,1,290,40,0,0,0,0,0,0,0,0,0,0,131.25
2045,230.25,0,197,-197,1,270.08,1,393,67.5,0,0,0,0,0,0,0,0,0,0,281.25
2045,247.75,0,214,-214,1,246.1,1,428,67.5,0,0,0,0,0,0,0,0,0,0,256.25
2046,0,0,78,-78,1,100,0,156,33.79,0,0,0,0,0,0,0,0,0,0,82.578
2051,0,0,56,-56,1,135,0,111,-135,0,0,0,0,0,0,0,0,0,0,135
2051,0,0,45,-45,1,135,0,79,-135,0,0,0,0,0,0,0,0,0,0,135
2052,0,0,45,-45,1,135,0,39,-135,0,0,0,0,0,0,0,0,0,0,135
2052,0,0,45,-45,1,135,0,20,-135,0,0,0,0,0,0,0,0,0,0,135
2056,165.25,-8,150,-166,1,272.22,1,274,56.5,0,0,0,0,0,0,0,0,0,0,250
2057,216.5,-7.85,237.5,-253.2,1,477.9,1,313,120,0,0,0,0,0,0,0,0,0,0,437.5
2062,0,0,324,-324,1,100,0,648,0.42,0,0,0,0,0,0,0,0,0,0,266
2064,0,0,33.33,-33.33,1,100,0,25,11.14,0,0,0,0,0,0,0,0,0,0,37.277
2081,21,11.5,197,-174,1,3,1,42,0,0,0,0,0,0,0,0,0,0,0,299
2087,0,0,50,-50,1,5,0,99,0,0,0,0,0,0,0,0,0,0,0,294
2104,30,-69,30,-168,1,111.73,1,60,0,0,0,0,0,0,0,0,0,0,0,116.25
2104,25,-69.5,30,-169,1,36,1,50,0,0,0,0,0,0,0,0,0,0,0,36
2106,0,0,42,-42,1,3,0,83,0,0,0,0,0,0,0,0,0,0,0,275
2113,0,0,124,-124,1,6,0,247,0,0,0,0,0,0,0,0,0,0,0,296
2114,0,0,112,-112,1,6,0,224,0,0,0,0,0,0,0,0,0,0,0,296
2128,26.8725,76,179,-27,1,100,1,53,0.745,0,0,0,0,0,0,0,0,0,0,29.641
2145,210.25,0,177,-177,1,249.58,1,353,67.5,0,0,0,0,0,0,0,0,0,0,256.25
2146,0,0,75,-75,1,225,0,101,55,0,0,0,0,0,0,0,0,0,0,225
2153,0,0,24,-24,1,3,0,48,0,0,0,0,0,0,0,0,0,0,0,275
2159,0,0,30,-30,1,12,0,59,0,0,0,0,0,0,0,0,0,0,0,12
2167,0,0,56.67,-56.67,1,170,0,28,66,0,0,0,0,0,0,0,0,0,0,170
2167,0,0,20.33,-20.33,1,61,0,3,34,0,0,0,0,0,0,0,0,0,0,61
2173,0,0,39,-39,1,21,0,77,0,0,0,0,0,0,0,0,0,0,0,21
2185,0,0,78,-78,1,7,0,156,0,0,0,0,0,0,0,0,0,0,0,292
2188,0,0,22,-22,1,10,0,44,0,0,0,0,0,0,0,0,0,0,0,10
2198,11,1,182,-180,1,30,1,22,0,0,0,0,0,0,0,0,0,0,0,30
2203,87,0,182,-182,1,2,1,174,0,0,0,0,0,0,0,0,0,0,0,271
2208,0,0,85,-85,1,2,0,170,0,0,0,0,0,0,0,0,0,0,0,274
2219,0,0,76,-76,1,2,0,152,0.5,0,0,0,0,0,0,0,0,0,0,271
2222,0,0,33.33,-33.33,1,100,0,47,3.385,0,0,0,0,0,0,0,0,0,0,274
2224,157.75,0,126,-126,1,228.26,1,251,64.5,0,0,0,0,0,0,0,0,0,0,225
2226,0,0,12,-12,1,36,0,3,0,0,0,0,0,0,0,0,0,0,0,36
2228,0,0,19,-19,1,3,0,37,1,0,0,0,0,0,0,0,0,0,0,279
2228,23.265,85,192,-22,1,100,1,44,2.53,0,0,0,0,0,0,0,0,0,0,256
2247,0,0,187,-187,1,101,0,374,24.5,0,0,0,0,0,0,0,0,0,0,101
2253,0,0,18,-18,1,12,0,36,0,0,0,0,0,0,0,0,0,0,0,12
2268,42,-62.5,42,-167,1,12,1,84,0,0,0,0,0,0,0,0,0,0,0,12
2271,0,0,19,-19,1,2,0,38,0.5,0,0,0,0,0,0,0,0,0,0,297
2273,0,0,8,-8,1,6,0,16,0.5,0,0,0,0,0,0,0,0,0,0,269
2278,28,0,179,-179,1,8,1,56,0,0,0,0,0,0,0,0,0,0,0,252
2282,0,0,43,-43,1,68,0,86,2.5,0,0,0,0,0,0,0,0,0,0,68
2282,49.25,-64,48,-176,1,73.22,1,96,2.5,0,0,0,0,0,0,0,0,0,0,68
2282,0,0,24,-24,1,31,0,48,-32,0,0,0,0,0,0,0,0,0,0,31
2282,0,0,20,-20,1,31,0,40,-32,0,0,0,0,0,0,0,0,0,0,31
2295,0,0,16.67,-16.67,1,50,0,21,4,0,0,0,0,0,0,0,0,0,0,50
2295,235,0,212,-212,1,132.5,1,424,46,0,0,0,0,0,0,0,0,0,0,125
2296,232.75,0,212,-212,1,146.32,1,423,42.5,0,0,0,0,0,0,0,0,0,0,125
2296,0,0,29,-29,1,41,0,58,6,0,0,0,0,0,0,0,0,0,0,41
2307,0,0,68,-68,1,3,0,135,0,0,0,0,0,0,0,0,0,0,0,263
2321,0,0,323,-323,1,100,0,645,3.545,0,0,0,0,0,0,0,0,0,0,250
2327,0,0,56,-56,1,3,0,112,1,0,0,0,0,0,0,0,0,0,0,260
2331,78.5,0.5,182,-181,1,37.2,1,157,0,0,0,0,0,0,0,0,0,0,0,38.75
2331,66.5,11,199,-177,1,31,1,133,0,0,0,0,0,0,0,0,0,0,0,31
2332,0,0,47,-47,1,25,0,94,0,0,0,0,0,0,0,0,0,0,0,25
2332,0,0,92,-92,1,25,0,183,0,0,0,0,0,0,0,0,0,0,0,25
2344,106.81,0,105,-105,1,100,1,210,3.62,0,0,0,0,0,0,0,0,0,0,28.766
2365,0,0,56,-56,1,100,0,112,16.015,0,0,0,0,0,0,0,0,0,0,47.029
2368,0,0,33.33,-33.33,1,100,0,33,8.865,0,0,0,0,0,0,0,0,0,0,32.733
2372,0,0,17,-17,1,13,0,34,0,0,0,0,0,0,0,0,0,0,0,13
2372,0,0,46,-46,1,13,0,92,0,0,0,0,0,0,0,0,0,0,0,13
2372,41.3475,0,38,-38,1,100,1,76,6.695,0,0,0,0,0,0,0,0,0,0,54.422
2373,0,0,37,-37,1,20,0,73,0,0,0,0,0,0,0,0,0,0,0,20
2373,40.5,5,179,-169,1,20,1,81,0,0,0,0,0,0,0,0,0,0,0,20
2376,20.8075,0,22.8,-22.8,1,100,1,40,1.615,0,0,0,0,0,0,0,0,0,0,42.788
2380,0,0,53,-53,1,100,0,105,1.77,0,0,0,0,0,0,0,0,0,0,294
2387,0,0,33.33,-33.33,1,100,0,9,1.09,0,0,0,0,0,0,0,0,0,0,272
2388,0,0,42,-42,1,50,0,84,19,0,0,0,0,0,0,0,0,0,0,50
2388,0,0,16.67,-16.67,1,50,0,0,38,0,0,0,0,0,0,0,0,0,0,50
2388,0,0,16.67,-16.67,1,50,0,3,38,0,0,0,0,0,0,0,0,0,0,50
2389,0,0,33.33,-33.33,1,100,0,21,8.44,0,0,0,0,0,0,0,0,0,0,31.876
2391,0,0,128,-128,1,25,0,255,5,0,0,0,0,0,0,0,0,0,0,25
2391,0,0,12,-12,1,25,0,24,5,0,0,0,0,0,0,0,0,0,0,25
2391,27.5,8.5,186,-169,1,30,1,50,5,0,0,0,0,0,0,0,0,0,0,31.25
2391,79.5,9,192,-174,1,25,1,154,5,0,0,0,0,0,0,0,0,0,0,25
2392,17.5,8,189,-173,1,25,1,35,0,0,0,0,0,0,0,0,0,0,0,25
2393,30,6,193,-181,1,25,1,60,0,0,0,0,0,0,0,0,0,0,0,25
2394,96.5,8,194,-178,1,25,1,193,0,0,0,0,0,0,0,0,0,0,0,25
2394,0,0,3,-3,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,261
2412,0,0,120,-120,1,100,0,240,1.48,0,0,0,0,0,0,0,0,0,0,263
2413,0,0,255,-255,1,50,0,509,5,0,0,0,0,0,0,0,0,0,0,50
2416,0,0,33.33,-33.33,1,100,0,16,10.45,0,0,0,0,0,0,0,0,0,0,35.9
2418,0,0,33.33,-33.33,1,100,0,26,13.43,0,0,0,0,0,0,0,0,0,0,41.857
2435,0,0,33.33,-33.33,1,100,0,1,12.5,0,0,0,0,0,0,0,0,0,0,27.498
2454,0,0,33.33,-33.33,1,100,0,31,17.315,0,0,0,0,0,0,0,0,0,0,49.632
2456,0,0,71,-71,1,117,0,141,40,0,0,0,0,0,0,0,0,0,0,117
2470,77.175,0,74,-74,1,100,1,147,7.35,0,0,0,0,0,0,0,0,0,0,54.752
2478,0,0,102,-102,1,46,0,203,1.5,0,0,0,0,0,0,0,0,0,0,46
