bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf
995,0,0,35.33,-35.33,1,106,0,106,70,0,0,0,0,0,0,0,0,0,0,106
1000,0,0,1,-1,1,3,0,287,2,0,0,0,0,0,0,0,0,0,0,287
1002,44.17,0.98,16.48,-14.52,1,100,1,57.18,31.16,0,0,0,0,0,0,0,0,0,0,57.179
1008,0,0,1.33,-1.33,1,4,0,291,3,0,0,0,0,0,0,0,0,0,0,291
1016,0,0,33.33,-33.33,1,100,0,30.59,15.59,0,0,0,0,0,0,0,0,0,0,30.593
1018,51.25,-83.5,15,-182,1,61.7,1,62.5,40,0,0,0,0,0,0,0,0,0,0,62.5
1018,45,-82.03,13.94,-178,1,55,1,55,35,0,0,0,0,0,0,0,0,0,0,55
1019,0,0,16.67,-16.67,1,50,0,50,35,0,0,0,0,0,0,0,0,0,0,50
1019,25.835,-80.5,10,-171,1,28,1,35,16.67,0,0,0,0,0,0,0,0,0,0,35
1029,134.2,-2.74,21.95,-27.43,1,100,1,266,2.4,0,0,0,0,0,0,0,0,0,0,266
1036,0,0,66.67,-66.67,1,200,0,200,150,0,0,0,0,0,0,0,0,0,0,200
1037,175,46.5,111,-18,1,253.76,1,200,150,0,0,0,0,0,0,0,0,0,0,200
1039,0,0,33.33,-33.33,1,100,0,36.5,21.5,0,0,0,0,0,0,0,0,0,0,36.498
1046,0,0,33.33,-33.33,1,100,0,284,5.14,0,0,0,0,0,0,0,0,0,0,284
1052,42.71,-1.555,12.44,-15.55,1,100,1,66.5,18.92,0,0,0,0,0,0,0,0,0,0,66.502
1054,136.5,6.5,186,-173,1,6,1,271,2,0,0,0,0,0,0,0,0,0,0,271
1056,144,0.5,182,-181,1,6,1,286,2,0,0,0,0,0,0,0,0,0,0,286
1057,148.54,7.5,194,-179,1,4,1,295,2.08,0,0,0,0,0,0,0,0,0,0,295
1063,38.285,84.905,179,-9.19,1,100,1,55.01,21.56,0,0,0,0,0,0,0,0,0,0,55.006
1073,0,0,16.67,-16.67,1,50,0,50,0,0,0,0,0,0,0,0,0,0,0,50
1073,27.5,-70.15,41.7,-182,1,55,1,55,0,0,0,0,0,0,0,0,0,0,0,55
1073,0,0,18.33,-18.33,1,55,0,55,0,0,0,0,0,0,0,0,0,0,0,55
1074,0,0,11.67,-11.67,1,35,0,35,0,0,0,0,0,0,0,0,0,0,0,35
1074,0,0,10.67,-10.67,1,32,0,32,0,0,0,0,0,0,0,0,0,0,0,32
1090,0,0,33.33,-33.33,1,100,0,275,5.76,0,0,0,0,0,0,0,0,0,0,275
1091,142.5,2.5,190,-185,1,1,1,285,0,0,0,0,0,0,0,0,0,0,0,285
1092,0,0,33.33,-33.33,1,100,0,288,5.49,0,0,0,0,0,0,0,0,0,0,288
1093,127.5,5,176,-166,1,0.24,1,255,0,0,0,0,0,0,0,0,0,0,0,255
1093,0,0,33.33,-33.33,1,100,0,253,4.31,0,0,0,0,0,0,0,0,0,0,253
1099,0,0,33.33,-33.33,1,100,0,295,7.52,0,0,0,0,0,0,0,0,0,0,295
1100,0,0,2.33,-2.33,1,7,0,256,5,0,0,0,0,0,0,0,0,0,0,256
1103,0,0,1,-1,1,3,0,270,0,0,0,0,0,0,0,0,0,0,0,270
1112,150.5,-1.5,180,-183,1,4.02,1,300,1,0,0,0,0,0,0,0,0,0,0,300
1117,0,0,1.33,-1.33,1,4,0,253,0,0,0,0,0,0,0,0,0,0,0,253
1117,0,0,1.33,-1.33,1,4,0,256,0,0,0,0,0,0,0,0,0,0,0,256
1117,0,0,1.33,-1.33,1,4,0,257,0,0,0,0,0,0,0,0,0,0,0,257
1117,10,-83.5,15,-182,1,22.88,1,20,0,0,0,0,0,0,0,0,0,0,0,20
1117,10,-82.625,18.75,-184,1,20,1,20,0,0,0,0,0,0,0,0,0,0,0,20
1121,12.5,6,180,-168,1,13.31,1,20,5,0,0,0,0,0,0,0,0,0,0,20
1121,0,0,4,-4,1,12,0,20,5,0,0,0,0,0,0,0,0,0,0,20
1126,0,0,1.67,-1.67,1,5,0,271,4,0,0,0,0,0,0,0,0,0,0,271
1128,0,0,33.33,-33.33,1,100,0,271,0.27,0,0,0,0,0,0,0,0,0,0,271
1130,0,0,0.67,-0.67,1,2,0,264,0,0,0,0,0,0,0,0,0,0,0,264
1137,8.25,-76.44,13.12,-166,1,15.84,1,16.5,0,0,0,0,0,0,0,0,0,0,0,16.5
1137,135,8.5,196,-179,1,5,1,270,0,0,0,0,0,0,0,0,0,0,0,270
1137,0,0,1.67,-1.67,1,5,0,262,0,0,0,0,0,0,0,0,0,0,0,262
1138,0,0,4.33,-4.33,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,13
1141,0,0,2,-2,1,6,0,252,5,0,0,0,0,0,0,0,0,0,0,252
1145,148,0,183,-183,1,1,1,296,0,0,0,0,0,0,0,0,0,0,0,296
1149,0,0,1,-1,1,3,0,299,0,0,0,0,0,0,0,0,0,0,0,299
1153,0,0,33.33,-33.33,1,100,0,284,0.19,0,0,0,0,0,0,0,0,0,0,284
1165,126.5,7.5,194,-179,1,1,1,253,0,0,0,0,0,0,0,0,0,0,0,253
1173,135,14.5,196,-167,1,0.59,1,270,0,0,0,0,0,0,0,0,0,0,0,270
1173,0,0,33.33,-33.33,1,100,0,34.43,19.43,0,0,0,0,0,0,0,0,0,0,34.428
1175,0,0,3.67,-3.67,1,11,0,11,0,0,0,0,0,0,0,0,0,0,0,11
1175,0,0,2,-2,1,6,0,295,0,0,0,0,0,0,0,0,0,0,0,295
1175,20,-74.5,24,-173,1,41.48,1,40,0,0,0,0,0,0,0,0,0,0,0,40
1175,20,-70,26,-166,1,40,1,40,0,0,0,0,0,0,0,0,0,0,0,40
1178,9,16,199,-167,1,18,1,18,0,0,0,0,0,0,0,0,0,0,0,18
1184,0,0,2,-2,1,6,0,294,0,0,0,0,0,0,0,0,0,0,0,294
1190,145.485,90.87,189,-7.26,1,100,1,287,3.97,0,0,0,0,0,0,0,0,0,0,287
1191,17.5,12.5,193,-168,1,35,1,35,0,0,0,0,0,0,0,0,0,0,0,35
1191,0,0,11.67,-11.67,1,35,0,35,0,0,0,0,0,0,0,0,0,0,0,35
1194,16.69,3.5,17,-10,1,34.12,1,33.38,0,0,0,0,0,0,0,0,0,0,0,33.375
1194,13.5,3.5,17,-10,1,27,1,27,0,0,0,0,0,0,0,0,0,0,0,27
1195,13.5,5.625,21.25,-10,1,32.99,1,27,0,0,0,0,0,0,0,0,0,0,0,27
1195,0,0,9,-9,1,27,0,27,0,0,0,0,0,0,0,0,0,0,0,27
1195,0,0,9,-9,1,27,0,27,0,0,0,0,0,0,0,0,0,0,0,27
1195,0,0,9,-9,1,27,0,27,0,0,0,0,0,0,0,0,0,0,0,27
1204,126,0.5,183,-182,1,4,1,252,0,0,0,0,0,0,0,0,0,0,0,252
1205,0,0,1.33,-1.33,1,4,0,265,0,0,0,0,0,0,0,0,0,0,0,265
1208,0,0,33.33,-33.33,1,100,0,280,0.15,0,0,0,0,0,0,0,0,0,0,280
1209,201.06,0,361.9,-361.9,1,100,1,402.12,0,0,0,0,0,0,0,0,0,0,0,402.115
1210,201.08,0,361.94,-361.94,1,100,1,402.16,0,0,0,0,0,0,0,0,0,0,0,402.157
1217,823.155,0,72.5,-72.5,1,100,1,979.15,667.16,0,0,0,0,0,0,0,0,0,0,979.148
1223,0,0,33.33,-33.33,1,100,0,252,0,0,0,0,0,0,0,0,0,0,0,252
1227,0,0,33.33,-33.33,1,100,0,258,0.49,0,0,0,0,0,0,0,0,0,0,258
1240,0,0,33.33,-33.33,1,100,0,283,0,0,0,0,0,0,0,0,0,0,0,283
1253,0,0,33.33,-33.33,1,100,0,288,0,0,0,0,0,0,0,0,0,0,0,288
1254,0,0,33.33,-33.33,1,100,0,263,0,0,0,0,0,0,0,0,0,0,0,263
1265,148.77,0,52.26,-52.26,1,100,1,177.95,119.59,0,0,0,0,0,0,0,0,0,0,177.948
1295,614.175,0,113.41,-113.41,1,100,1,737.01,491.34,0,0,0,0,0,0,0,0,0,0,737.014
1299,154.055,0,277.3,-277.3,1,100,1,308.11,0,0,0,0,0,0,0,0,0,0,0,308.106
1300,154.055,0,277.3,-277.3,1,100,1,308.11,0,0,0,0,0,0,0,0,0,0,0,308.106
1301,154.055,0,277.3,-277.3,1,100,1,308.11,0,0,0,0,0,0,0,0,0,0,0,308.106
1302,154.055,0,277.3,-277.3,1,100,1,308.11,0,0,0,0,0,0,0,0,0,0,0,308.106
1304,173.115,0,311.6,-311.6,1,100,1,346.23,0,0,0,0,0,0,0,0,0,0,0,346.226
1305,173.115,0,311.6,-311.6,1,100,1,346.23,0,0,0,0,0,0,0,0,0,0,0,346.226
1307,162.435,0,292.38,-292.38,1,100,1,324.87,0,0,0,0,0,0,0,0,0,0,0,324.871
1308,162.425,0,292.36,-292.36,1,100,1,324.85,0,0,0,0,0,0,0,0,0,0,0,324.845
1310,66.095,0,95.18,-95.18,1,100,1,132.19,0,0,0,0,0,0,0,0,0,0,0,132.188
1312,49.22,0,70.88,-70.88,1,100,1,98.44,0,0,0,0,0,0,0,0,0,0,0,98.438
1314,133.41,0,240.14,-240.14,1,100,1,266.82,0,0,0,0,0,0,0,0,0,0,0,266.816
1315,133.41,0,240.14,-240.14,1,100,1,266.82,0,0,0,0,0,0,0,0,0,0,0,266.816
1316,133.41,0,240.14,-240.14,1,100,1,266.82,0,0,0,0,0,0,0,0,0,0,0,266.816
1317,133.405,0,240.13,-240.13,1,100,1,266.81,0,0,0,0,0,0,0,0,0,0,0,266.808
1319,103.125,0,148.5,-148.5,1,100,1,206.25,0,0,0,0,0,0,0,0,0,0,0,206.25
1320,103.125,0,148.5,-148.5,1,100,1,206.25,0,0,0,0,0,0,0,0,0,0,0,206.25
1322,103.125,0,148.5,-148.5,1,100,1,206.25,0,0,0,0,0,0,0,0,0,0,0,206.25
1323,103.125,0,148.5,-148.5,1,100,1,206.25,0,0,0,0,0,0,0,0,0,0,0,206.25
1325,87.75,0,126.36,-126.36,1,100,1,175.5,0,0,0,0,0,0,0,0,0,0,0,175.5
1327,36.18,0,65.12,-65.12,1,100,1,72.36,0,0,0,0,0,0,0,0,0,0,0,72.36
1329,36.18,0,65.12,-65.12,1,100,1,72.36,0,0,0,0,0,0,0,0,0,0,0,72.36
1331,42.525,0,61.24,-61.24,1,100,1,85.05,0,0,0,0,0,0,0,0,0,0,0,85.05
1333,22.275,0,32.08,-32.08,1,100,1,44.55,0,0,0,0,0,0,0,0,0,0,0,44.55
1335,25.65,0,36.94,-36.94,1,100,1,51.3,0,0,0,0,0,0,0,0,0,0,0,51.3
1337,42.19,0,60.75,-60.75,1,100,1,84.38,0,0,0,0,0,0,0,0,0,0,0,84.375
1339,72.45,0,104.33,-104.33,1,100,1,144.9,0,0,0,0,0,0,0,0,0,0,0,144.9
1341,72.45,0,104.33,-104.33,1,100,1,144.9,0,0,0,0,0,0,0,0,0,0,0,144.9
1343,72.45,0,104.33,-104.33,1,100,1,144.9,0,0,0,0,0,0,0,0,0,0,0,144.9
1345,21.6,0,31.1,-31.1,1,100,1,43.2,0,0,0,0,0,0,0,0,0,0,0,43.2
1371,0,0,33.33,-33.33,1,100,0,270,0.65,0,0,0,0,0,0,0,0,0,0,270
1569,36.365,90.915,194,-12.17,1,100,1,46.49,26.24,0,0,0,0,0,0,0,0,0,0,46.485
1583,112.5,0,162,-162,1,100,1,225,0,0,0,0,0,0,0,0,0,0,0,225
1628,30.935,0,44.55,-44.55,1,100,1,61.87,0,0,0,0,0,0,0,0,0,0,0,61.875
1684,8.1,0,11.66,-11.66,1,100,1,16.2,0,0,0,0,0,0,0,0,0,0,0,16.2
1686,24.975,0,35.96,-35.96,1,100,1,49.95,0,0,0,0,0,0,0,0,0,0,0,49.95
1688,24.975,0,35.96,-35.96,1,100,1,49.95,0,0,0,0,0,0,0,0,0,0,0,49.95
1690,12.655,0,18.23,-18.23,1,100,1,25.31,0,0,0,0,0,0,0,0,0,0,0,25.313
1692,34.15,0,49.18,-49.18,1,100,1,68.3,0,0,0,0,0,0,0,0,0,0,0,68.3
1694,0,0,33.33,-33.33,1,100,0,293,7.52,0,0,0,0,0,0,0,0,0,0,293
1700,15,0,21.6,-21.6,1,100,1,30,0,0,0,0,0,0,0,0,0,0,0,30
1702,15,0,21.6,-21.6,1,100,1,30,0,0,0,0,0,0,0,0,0,0,0,30
1704,19.575,0,28.19,-28.19,1,100,1,39.15,0,0,0,0,0,0,0,0,0,0,0,39.15
1706,23.44,0,33.75,-33.75,1,100,1,46.88,0,0,0,0,0,0,0,0,0,0,0,46.875
1708,23.44,0,33.75,-33.75,1,100,1,46.88,0,0,0,0,0,0,0,0,0,0,0,46.875
1710,15.47,0,22.27,-22.27,1,100,1,30.94,0,0,0,0,0,0,0,0,0,0,0,30.937
1712,111.19,0,200.14,-200.14,1,100,1,222.38,0,0,0,0,0,0,0,0,0,0,0,222.38
1713,111.155,0,200.08,-200.08,1,100,1,222.31,0,0,0,0,0,0,0,0,0,0,0,222.312
1716,63.005,-2.05,16.39,-20.49,1,100,1,92.67,33.34,0,0,0,0,0,0,0,0,0,0,92.67
1718,8.775,0,12.64,-12.64,1,100,1,17.55,0,0,0,0,0,0,0,0,0,0,0,17.55
1725,7.78,1.405,14.01,-11.2,1,100,1,15.56,0,0,0,0,0,0,0,0,0,0,0,15.562
1727,123.21,0,221.77,-221.77,1,100,1,246.42,0,0,0,0,0,0,0,0,0,0,0,246.417
1729,123.16,0,221.68,-221.68,1,100,1,246.32,0,0,0,0,0,0,0,0,0,0,0,246.316
1731,122.85,0,221.13,-221.13,1,100,1,245.7,0,0,0,0,0,0,0,0,0,0,0,245.697
1733,122.845,0,221.12,-221.12,1,100,1,245.69,0,0,0,0,0,0,0,0,0,0,0,245.685
1735,122.865,0,221.15,-221.15,1,100,1,245.73,0,0,0,0,0,0,0,0,0,0,0,245.728
1737,15.75,0,22.68,-22.68,1,100,1,31.5,0,0,0,0,0,0,0,0,0,0,0,31.5
1739,37.5,0,54,-54,1,100,1,75,0,0,0,0,0,0,0,0,0,0,0,75
1741,37.5,0,54,-54,1,100,1,75,0,0,0,0,0,0,0,0,0,0,0,75
1743,37.5,0,54,-54,1,100,1,75,0,0,0,0,0,0,0,0,0,0,0,75
1745,30.47,0,43.87,-43.87,1,100,1,60.94,0,0,0,0,0,0,0,0,0,0,0,60.938
1747,11.25,0,16.2,-16.2,1,100,1,22.5,0,0,0,0,0,0,0,0,0,0,0,22.5
1760,56.87,-1.76,14.08,-17.6,1,100,1,87.2,26.54,0,0,0,0,0,0,0,0,0,0,87.2
1761,30.205,-7.975,63.8,-79.75,1,100,1,53,7.41,0,0,0,0,0,0,0,0,0,0,53.002
1762,0,0,33.33,-33.33,1,100,0,37.85,22.85,0,0,0,0,0,0,0,0,0,0,37.854
1763,0,0,33.33,-33.33,1,100,0,34.69,19.69,0,0,0,0,0,0,0,0,0,0,34.692
1772,0,0,33.33,-33.33,1,100,0,92.98,77.99,0,0,0,0,0,0,0,0,0,0,92.985
1790,25.43,0,10.73,-10.73,1,100,1,34.56,16.3,0,0,0,0,0,0,0,0,0,0,34.559
1799,67.585,-2.88,43,-48.76,1,100,1,87.08,48.09,0,0,0,0,0,0,0,0,0,0,87.08
1803,26.23,94.89,198,-8.22,1,100,1,35.43,17.03,0,0,0,0,0,0,0,0,0,0,35.433
1804,127,87.125,181,-6.75,1,100,1,254,0,0,0,0,0,0,0,0,0,0,0,254
1812,148.5,90.715,191,-9.57,1,100,1,297,0,0,0,0,0,0,0,0,0,0,0,297
1813,139.5,94.715,199,-9.57,1,100,1,279,0,0,0,0,0,0,0,0,0,0,0,279
1829,0,0,33.33,-33.33,1,100,0,28.83,13.83,0,0,0,0,0,0,0,0,0,0,28.826
1831,0,0,33.33,-33.33,1,100,0,30.18,15.18,0,0,0,0,0,0,0,0,0,0,30.177
1838,23.44,0,33.75,-33.75,1,100,1,46.88,0,0,0,0,0,0,0,0,0,0,0,46.875
1839,0,0,33.33,-33.33,1,100,0,37.71,22.71,0,0,0,0,0,0,0,0,0,0,37.714
1840,60.43,-3.695,29.54,-36.93,1,100,1,79.12,41.74,0,0,0,0,0,0,0,0,0,0,79.117
1841,0,0,33.33,-33.33,1,100,0,287,8.63,0,0,0,0,0,0,0,0,0,0,287
1842,15.395,97.495,197,-2.01,1,100,1,28.67,2.12,0,0,0,0,0,0,0,0,0,0,28.67
1859,34.415,0,46.67,-46.67,1,100,1,44.36,24.47,0,0,0,0,0,0,0,0,0,0,44.36
1860,22.305,84.905,179,-9.19,1,100,1,31.15,13.46,0,0,0,0,0,0,0,0,0,0,31.146
1873,0,0,33.33,-33.33,1,100,0,260,0.08,0,0,0,0,0,0,0,0,0,0,260
1924,41.25,0,59.4,-59.4,1,100,1,82.5,0,0,0,0,0,0,0,0,0,0,0,82.5
1945,165.5,50.5,162,-61,1,221,1,221,110,0,0,0,0,0,0,0,0,0,0,221
1954,0,0,123.33,-123.33,1,370,0,370,240,0,0,0,0,0,0,0,0,0,0,370
1954,0,0,123.33,-123.33,1,370,0,370,240,0,0,0,0,0,0,0,0,0,0,370
1954,335.625,83.125,190,-23.75,1,449.45,1,431.25,240,0,0,0,0,0,0,0,0,0,0,431.25
1955,351.25,83.125,190,-23.75,1,455.56,1,462.5,240,0,0,0,0,0,0,0,0,0,0,462.5
1955,305,83.125,190,-23.75,1,397.31,1,370,240,0,0,0,0,0,0,0,0,0,0,370
1956,755.325,85.5,190,-19,1,616.84,1,1091.15,419.5,0,0,0,0,0,0,0,0,0,0,1091.147
1956,755.325,85.5,190,-19,1,616.84,1,1091.15,419.5,0,0,0,0,0,0,0,0,0,0,1091.147
1956,755.325,85.5,190,-19,1,616.84,1,1091.15,419.5,0,0,0,0,0,0,0,0,0,0,1091.147
1957,351.25,85.5,190,-19,1,451.84,1,462.5,240,0,0,0,0,0,0,0,0,0,0,462.5
1957,332.5,85.5,190,-19,1,416.51,1,425,240,0,0,0,0,0,0,0,0,0,0,425
1957,332.5,85.5,190,-19,1,416.51,1,425,240,0,0,0,0,0,0,0,0,0,0,425
1968,183.125,59.5,152,-33,1,306.24,1,256.25,110,0,0,0,0,0,0,0,0,0,0,256.25
1968,0,0,73.33,-73.33,1,220,0,220,125,0,0,0,0,0,0,0,0,0,0,220
1969,0,0,75,-75,1,225,0,225,125,0,0,0,0,0,0,0,0,0,0,225
1969,183.125,76.625,186.25,-33,1,304.12,1,256.25,110,0,0,0,0,0,0,0,0,0,0,256.25
1970,195.625,53.875,149,-41.25,1,274.96,1,281.25,110,0,0,0,0,0,0,0,0,0,0,281.25
1970,172.5,53.875,149,-41.25,1,228.01,1,225,120,0,0,0,0,0,0,0,0,0,0,225
1971,395,158,363,-47,1,535,1,535,255,0,0,0,0,0,0,0,0,0,0,535
1972,405,124,348,-100,1,560,1,560,250,0,0,0,0,0,0,0,0,0,0,560
1981,195.75,51.25,120,-17.5,1,252.56,1,262.5,129,0,0,0,0,0,0,0,0,0,0,262.5
1982,205.125,51.25,120,-17.5,1,270.01,1,281.25,129,0,0,0,0,0,0,0,0,0,0,281.25
1982,177,43.25,99,-12.5,1,234.01,1,225,129,0,0,0,0,0,0,0,0,0,0,225
1983,0,0,75,-75,1,225,0,225,129,0,0,0,0,0,0,0,0,0,0,225
1983,0,0,75,-75,1,225,0,225,129,0,0,0,0,0,0,0,0,0,0,225
1984,205.125,56.875,123.75,-10,1,270.05,1,281.25,129,0,0,0,0,0,0,0,0,0,0,281.25
1984,198.875,68,150,-14,1,258.06,1,268.75,129,0,0,0,0,0,0,0,0,0,0,268.75
2003,207.5,80.25,167.5,-7,1,309.12,1,275,140,0,0,0,0,0,0,0,0,0,0,275
2003,201.25,78.875,163.75,-6,1,297.01,1,262.5,140,0,0,0,0,0,0,0,0,0,0,262.5
2004,0,0,75,-75,1,225,0,225,140,0,0,0,0,0,0,0,0,0,0,225
2004,210.625,74.48,154.96,-6,1,312.43,1,281.25,140,0,0,0,0,0,0,0,0,0,0,281.25
2004,198.125,62.5,131,-6,1,291.94,1,256.25,140,0,0,0,0,0,0,0,0,0,0,256.25
2007,162.355,-14.26,114.1,-142.62,1,100,1,214.28,110.43,0,0,0,0,0,0,0,0,0,0,214.279
2008,38.03,-3.945,31.54,-39.43,1,100,1,75.71,0.35,0,0,0,0,0,0,0,0,0,0,75.712
2018,0,0,4,-4,1,12,0,12,0,0,0,0,0,0,0,0,0,0,0,12
2018,0,0,2,-2,1,6,0,297,0,0,0,0,0,0,0,0,0,0,0,297
2018,11.875,-2.5,178,-183,1,22.8,1,23.75,0,0,0,0,0,0,0,0,0,0,0,23.75
2024,194.375,53.75,120,-12.5,1,281.34,1,268.75,120,0,0,0,0,0,0,0,0,0,0,268.75
2024,0,0,33.33,-33.33,1,100,0,85,70,0,0,0,0,0,0,0,0,0,0,84.998
2025,106.875,36,73,-1,1,163.45,1,143.75,70,0,0,0,0,0,0,0,0,0,0,143.75
2026,106.875,36,73,-1,1,148.19,1,143.75,70,0,0,0,0,0,0,0,0,0,0,143.75
2026,0,0,33.33,-33.33,1,100,0,34.31,19.31,0,0,0,0,0,0,0,0,0,0,34.308
2030,34.485,0,10.07,-10.07,1,100,1,44.73,24.24,0,0,0,0,0,0,0,0,0,0,44.734
2035,0,0,40,-40,1,120,0,120,70,0,0,0,0,0,0,0,0,0,0,120
2036,106.875,-42.125,98.75,-183,1,167.42,1,143.75,70,0,0,0,0,0,0,0,0,0,0,143.75
2037,105.625,-68.625,38.75,-176,1,131.38,1,131.25,80,0,0,0,0,0,0,0,0,0,0,131.25
2045,208.125,52,140,-36,1,270.08,1,281.25,135,0,0,0,0,0,0,0,0,0,0,281.25
2045,195.625,50.5,137,-36,1,246.1,1,256.25,135,0,0,0,0,0,0,0,0,0,0,256.25
2046,0,0,33.33,-33.33,1,100,0,82.58,67.58,0,0,0,0,0,0,0,0,0,0,82.578
2051,0,0,45,-45,1,135,0,135,-135,0,0,0,0,0,0,0,0,0,0,135
2051,0,0,45,-45,1,135,0,135,-135,0,0,0,0,0,0,0,0,0,0,135
2052,0,0,45,-45,1,135,0,135,-135,0,0,0,0,0,0,0,0,0,0,135
2052,0,0,45,-45,1,135,0,135,-135,0,0,0,0,0,0,0,0,0,0,135
2056,181.5,-8,150,-166,1,272.22,1,250,113,0,0,0,0,0,0,0,0,0,0,250
2057,338.75,109.25,237.5,-19,1,477.9,1,437.5,240,0,0,0,0,0,0,0,0,0,0,437.5
2062,0,0,33.33,-33.33,1,100,0,266,0.84,0,0,0,0,0,0,0,0,0,0,266
2064,0,0,33.33,-33.33,1,100,0,37.28,22.28,0,0,0,0,0,0,0,0,0,0,37.277
2081,149.5,11.5,197,-174,1,3,1,299,0,0,0,0,0,0,0,0,0,0,0,299
2087,0,0,1.67,-1.67,1,5,0,294,0,0,0,0,0,0,0,0,0,0,0,294
2104,58.125,-69,30,-168,1,111.73,1,116.25,0,0,0,0,0,0,0,0,0,0,0,116.25
2104,18,-69.5,30,-169,1,36,1,36,0,0,0,0,0,0,0,0,0,0,0,36
2106,0,0,1,-1,1,3,0,275,0,0,0,0,0,0,0,0,0,0,0,275
2113,0,0,2,-2,1,6,0,296,0,0,0,0,0,0,0,0,0,0,0,296
2114,0,0,2,-2,1,6,0,296,0,0,0,0,0,0,0,0,0,0,0,296
2128,15.565,88.995,179,-1.01,1,100,1,29.64,1.49,0,0,0,0,0,0,0,0,0,0,29.641
2145,195.625,58,149,-33,1,249.58,1,256.25,135,0,0,0,0,0,0,0,0,0,0,256.25
2146,0,0,75,-75,1,225,0,225,110,0,0,0,0,0,0,0,0,0,0,225
2153,0,0,1,-1,1,3,0,275,0,0,0,0,0,0,0,0,0,0,0,275
2159,0,0,4,-4,1,12,0,12,0,0,0,0,0,0,0,0,0,0,0,12
2167,0,0,56.67,-56.67,1,170,0,170,66,0,0,0,0,0,0,0,0,0,0,170
2167,0,0,20.33,-20.33,1,61,0,61,34,0,0,0,0,0,0,0,0,0,0,61
2173,0,0,7,-7,1,21,0,21,0,0,0,0,0,0,0,0,0,0,0,21
2185,0,0,2.33,-2.33,1,7,0,292,0,0,0,0,0,0,0,0,0,0,0,292
2188,0,0,3.33,-3.33,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10
2198,15,1,182,-180,1,30,1,30,0,0,0,0,0,0,0,0,0,0,0,30
2203,135.5,0,182,-182,1,2,1,271,0,0,0,0,0,0,0,0,0,0,0,271
2208,0,0,0.67,-0.67,1,2,0,274,0,0,0,0,0,0,0,0,0,0,0,274
2219,0,0,0.67,-0.67,1,2,0,271,1,0,0,0,0,0,0,0,0,0,0,271
2222,0,0,33.33,-33.33,1,100,0,274,6.77,0,0,0,0,0,0,0,0,0,0,274
2224,177,51.25,120,-17.5,1,228.26,1,225,129,0,0,0,0,0,0,0,0,0,0,225
2226,0,0,12,-12,1,36,0,36,0,0,0,0,0,0,0,0,0,0,0,36
2228,0,0,1,-1,1,3,0,279,2,0,0,0,0,0,0,0,0,0,0,279
2228,130.53,93.975,192,-4.05,1,100,1,256,5.06,0,0,0,0,0,0,0,0,0,0,256
2247,0,0,33.67,-33.67,1,101,0,101,49,0,0,0,0,0,0,0,0,0,0,101
2253,0,0,4,-4,1,12,0,12,0,0,0,0,0,0,0,0,0,0,0,12
2268,6,-68.5,30,-167,1,12,1,12,0,0,0,0,0,0,0,0,0,0,0,12
2271,0,0,0.67,-0.67,1,2,0,297,1,0,0,0,0,0,0,0,0,0,0,297
2273,0,0,2,-2,1,6,0,269,1,0,0,0,0,0,0,0,0,0,0,269
2278,126,0,179,-179,1,8,1,252,0,0,0,0,0,0,0,0,0,0,0,252
2282,0,0,22.67,-22.67,1,68,0,68,5,0,0,0,0,0,0,0,0,0,0,68
2282,36.5,-76.5,23,-176,1,73.22,1,68,5,0,0,0,0,0,0,0,0,0,0,68
2282,0,0,10.33,-10.33,1,31,0,31,-32,0,0,0,0,0,0,0,0,0,0,31
2282,0,0,10.33,-10.33,1,31,0,31,-32,0,0,0,0,0,0,0,0,0,0,31
2295,0,0,16.67,-16.67,1,50,0,50,8,0,0,0,0,0,0,0,0,0,0,50
2295,108.5,29.5,74,-15,1,132.5,1,125,92,0,0,0,0,0,0,0,0,0,0,125
2296,105,29.5,74,-15,1,146.32,1,125,85,0,0,0,0,0,0,0,0,0,0,125
2296,0,0,13.67,-13.67,1,41,0,41,12,0,0,0,0,0,0,0,0,0,0,41
2307,0,0,1,-1,1,3,0,263,0,0,0,0,0,0,0,0,0,0,0,263
2321,0,0,33.33,-33.33,1,100,0,250,7.09,0,0,0,0,0,0,0,0,0,0,250
2327,0,0,1,-1,1,3,0,260,2,0,0,0,0,0,0,0,0,0,0,260
2331,19.375,0.5,182,-181,1,37.2,1,38.75,0,0,0,0,0,0,0,0,0,0,0,38.75
2331,15.5,11,199,-177,1,31,1,31,0,0,0,0,0,0,0,0,0,0,0,31
2332,0,0,8.33,-8.33,1,25,0,25,0,0,0,0,0,0,0,0,0,0,0,25
2332,0,0,8.33,-8.33,1,25,0,25,0,0,0,0,0,0,0,0,0,0,0,25
2344,18.005,-1.605,12.84,-16.05,1,100,1,28.77,7.24,0,0,0,0,0,0,0,0,0,0,28.766
2365,0,0,33.33,-33.33,1,100,0,47.03,32.03,0,0,0,0,0,0,0,0,0,0,47.029
2368,0,0,33.33,-33.33,1,100,0,32.73,17.73,0,0,0,0,0,0,0,0,0,0,32.733
2372,0,0,4.33,-4.33,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,13
